Gene	1.ctrl	2.ctrl	3.dox	4.dox	5.acti	6.acti	7.fccp	8.fccp	9.mb	10.mb
ANP32E	5.90441248	5.763660141	5.719243994	5.868770858	5.542231934	5.437052566	5.847804243	5.730229516	5.45000546	5.49367559
ANPEP	2.436649236	2.770078268	2.767172384	2.710794736	3.466894252	3.309976533	4.254492406	4.437566924	3.181720301	3.526476856
ANTXR1	8.34797654	8.339799493	8.329413489	8.25164926	8.328152673	8.365513769	8.466250963	8.417699478	8.504950094	8.418500623
ANTXR2	2.142028001	1.56269565	2.124542813	2.274299474	1.943994202	1.91080121	2.231599123	2.312942337	2.358947399	2.455097311
ANXA1	7.939084109	7.685448774	7.745595545	7.44547789	7.666403347	7.760856395	7.384018506	7.283451656	8.315086035	8.437436777
ANXA10	3.096225586	2.536976259	1.976909546	2.011281893	1.627939372	1.73791852	1.792589603	2.113639067	1.516187684	2.493574579
ANXA11	6.976106497	7.352534723	7.242971718	7.15718724	6.873454126	7.141626123	6.882804167	7.056422307	7.203315826	7.220889605
ANXA2	10.80208225	10.88891653	10.84855099	10.84614514	10.2926367	10.53952955	10.34232189	10.21453206	10.85562421	10.67781459
ANXA2P1	2.370847078	2.474943905	2.854371294	2.553260632	2.373348819	2.351877353	2.271593624	2.440131198	1.936485272	2.188134352
ANXA2P2	9.302374788	9.024750409	9.254427951	9.235762179	8.69633069	8.787066443	8.841165476	8.652755415	8.199326157	8.814667217
ANXA2P3	1.42742853	1.640107526	1.284287274	1.330960657	0.926886858	1.313971398	0.944210529	0.983293475	1.357657467	0.973351861
ANXA2R	2.534346051	1.989788892	2.156568709	2.745897042	1.787089701	2.040558527	2.245054193	2.440131198	3.163863225	2.199817307
ANXA3	6.075721118	5.837413994	5.816833564	5.672938515	6.778591462	6.903983717	6.598932133	6.508820605	6.101020466	5.994783693
ANXA4	5.206773085	4.952433476	5.255331934	5.302794806	5.171425209	5.31283439	5.472174834	5.305967592	5.687253621	5.556361472
ANXA5	8.672436944	8.680938902	8.391145397	8.262598396	8.165425428	8.605527074	8.362821329	8.229917799	9.089327512	8.84486033
ANXA6	7.686270586	7.914487298	7.435552748	7.361963512	6.70123989	6.908665365	6.809418554	6.888884275	7.657086374	7.829547603
ANXA7	6.38520448	6.108205698	6.546885387	6.334844271	6.721586143	6.935606768	6.571158196	6.497652879	6.634269165	6.349697964
ANXA8L1	1.923387283	2.557074822	1.903317261	2.429176512	1.661204993	1.964112571	2.271593624	2.019005103	0.862788993	1.889443223
ANXA8L2	1.517066003	2.48546963	2.306829955	1.852864248	1.611014429	2.148130353	2.104499221	1.99710489	2.083041488	2.11597725
ANXA9	1.601458421	1.866359381	1.626752242	1.504971673	1.467953156	1.505951433	1.86409208	1.757609046	2.1927802	1.987065499
AOC1	2.72699138	3.367715007	3.048928042	3.100726531	2.109795906	2.170983769	2.258384934	2.321779472	2.805354667	2.903887124
AOX1	5.132134268	5.194589652	4.541309819	4.570934585	3.898600265	3.945089885	4.347867072	3.954377725	4.550637534	4.542650817
AP000350.6	2.625844529	2.717471914	2.248589705	2.195232642	2.826172827	2.758743564	2.748641533	2.571901979	1.641911255	2.026962699
AP000357.4	1.665588925	1.959907327	1.359592916	1.852864248	1.429855831	1.374294329	1.810800188	1.470284003	0.80251322	1.654947001
AP000361.2	2.208117309	2.307083166	2.046929362	1.488485198	1.983982123	2.077314254	1.915485342	2.072343897	2.031454419	1.800164683
AP000487.5	0.842463867	1.695556896	0.636608562	0.746079041	0.842398667	1.018791018	1.214245327	1.319612472	1.271341983	0.860114219
AP000525.9	1.711882694	2.258813599	1.611428543	1.630490605	1.957447037	2.040558527	1.932217485	1.870323874	2.734534016	1.493459129
AP000568.2	1.208114792	1.25345733	0.695927477	0.852976913	1.154187827	1.505951433	1.00873685	0.84301173	2.774307201	1.37479484
AP000580.1	1.68118582	1.480893327	1.51590242	1.293490208	1.266530982	1.73791852	1.26795925	1.069767528	1.41916555	1.567471256
AP000593.6	2.060891085	1.929393733	1.825768277	2.403025606	2.441948714	2.136566439	2.556973068	2.221459621	0.77140388	1.721298775
AP000769.1	2.60963428	2.615743221	2.45153799	2.143520849	2.109795906	2.590947025	1.965110618	2.029831791	4.522887064	2.76136646
AP000783.1	1.42742853	0.450363952	1.076791926	1.454936051	1.266530982	0.398878043	0.80579583	1.048630067	0.80251322	1.000325041
AP000936.5	1.42742853	1.480893327	1.431161996	1.274383599	1.05755627	1.432195903	1.186619314	0.914856984	1.203037886	1.354032647
AP001007.1	1.517066003	1.713576329	1.377820778	1.537389964	0.282476083	0.319280735	0.06213064	0.279427239	1.293409806	1.332967291
AP001048.4	1.910211866	1.640107526	2.187899085	2.225392774	2.578806735	1.937703126	1.898556863	2.330562805	1.571415952	1.830542222
AP001065.2	1.142025365	0.983332164	1.548452336	1.154103995	1.350503386	1.523815853	0.481359031	1.501732196	1.725446329	1.603100516
AP001258.4	2.301899614	1.866359381	2.035492852	1.915869231	1.661204993	1.883388107	1.617441264	1.577478261	1.849790696	1.830542222
AP001372.2	1.711882694	1.833778401	2.058275926	2.164428514	2.489025412	2.539188396	2.271593624	1.963618327	3.380359698	2.267995342
AP001469.9	1.974917691	1.929393733	1.915846298	1.952392411	1.916706245	1.576119011	1.846545939	2.221459621	1.08147955	1.103440948
AP001505.9	1.389953711	1.416346241	1.431161996	1.045593826	1.725519946	1.185186962	1.48762263	1.757609046	1.155636401	0.889267728
AP001631.9	3.399417376	3.085855638	3.382583334	3.288612286	3.238013767	3.093798625	3.157231784	3.804820586	2.498469207	3.084889671
AP001816.1	2.756738759	3.379049686	2.899229082	2.717883856	2.432346187	2.381571826	2.119187163	2.39896834	3.647788892	3.25131878
AP003733.1	1.584970255	2.047757007	1.322431389	1.349337138	1.802080161	1.722531111	1.26795925	1.592161677	1.641911255	1.721298775
AP006621.5	0.974914732	1.850160863	1.303485391	1.928146647	1.244751325	1.229404835	1.186619314	1.744523787	2.337866822	1.567471256
AP1AR	3.726992258	2.893768112	3.829261173	3.852779744	4.308623776	3.971365677	3.897825282	3.669444207	3.121316531	3.348986509
AP1B1	7.217509707	7.479066559	7.55400441	7.294512698	7.18891509	7.305824847	7.104295284	7.24040653	7.467813915	7.681169162
AP1G1	6.503974281	6.412563267	6.211763392	6.182393369	6.302558574	6.185165738	6.284797263	6.124214478	6.611942527	6.412545625
AP1G2	4.144844994	4.244343725	4.485667944	4.527213735	4.538591139	4.377212639	4.020256416	4.276445483	4.557492543	4.563147618
AP1M1	6.378044688	6.575995688	6.544870203	6.525181336	6.14833873	6.266330931	6.230027609	6.284230142	6.814849244	6.686625362
AP1M2	3.677305103	3.976071717	3.378062884	3.389731391	3.141129928	3.289237298	3.337616529	3.041892924	3.832448072	3.761414403
AP1S1	5.79756115	6.168237578	5.739649592	5.794435368	5.818644115	5.931956709	5.953007877	5.992744665	6.036245786	6.166850545
AP1S2	3.876739464	3.518827775	3.474380768	3.553225963	3.485585799	3.197609918	3.54220399	3.32725681	3.656328688	3.535725294
AP1S3	5.352701695	5.19298499	4.829842501	4.810282749	4.662864345	4.814640489	4.846396865	4.921683992	5.282208894	5.167585354
AP2A1	7.011238796	7.243588072	6.940922026	7.006487708	6.686168463	6.617766154	6.66423739	6.791649846	7.057808881	7.249276145
AP2A2	5.480766758	5.640737505	5.81599826	5.712515956	5.839682471	5.691368033	5.771987902	5.79591911	5.454908935	5.539220174
AP2B1	8.812576219	8.835878836	8.810709816	8.728501886	8.680066974	8.984424014	8.778932441	8.728643912	8.710999471	9.025378029
AP2M1	8.886444022	9.08211625	8.783941825	8.80684491	8.667715757	8.7650566	8.750174585	8.696729117	8.965514571	9.19677285
AP2S1	6.493521916	6.658541146	6.426181723	6.450542769	6.303217266	6.415528556	6.242659095	6.413864114	6.462916689	6.895911261
AP3B1	5.77502562	5.777645437	5.570676681	5.483157824	5.502633562	5.31283439	5.650857293	5.48775042	5.851510015	5.709274453
AP3D1	7.35938247	7.577360339	7.432831014	7.443608252	7.680921497	7.53092235	7.253632488	7.450145089	7.050943462	7.291176752
AP3M1	6.624838474	6.410493466	6.250611042	6.20968059	6.271255822	6.530993856	6.447854705	6.311660182	6.617966596	6.502553722
AP3M2	4.24269236	3.907279649	3.986008986	4.326187712	4.453328134	4.246145686	4.572607564	4.503132299	3.52259932	3.815571939
AP3S1	4.938069865	4.67512655	4.705462056	4.636000071	4.469850199	4.97094406	4.687936195	4.715848752	5.19697525	4.935739235
AP3S2	3.849388961	3.593708282	4.080853537	4.264586348	4.305997072	4.248833475	3.730944494	3.869532604	3.941279188	3.980430937
AP4B1	4.708084229	4.184231215	4.639004841	4.712523718	4.424556797	4.563623071	4.803844591	4.745707116	4.494592322	4.364672021
AP4E1	4.741943043	4.307993757	4.332882305	4.519120152	4.656692305	4.483731382	4.757654004	4.530072218	4.696471492	4.538056154
AP4M1	3.903581091	3.776245481	4.148770539	3.903404846	3.902083004	3.404610452	3.787210949	3.811110217	3.930758165	3.949624002
AP4S1	1.534344043	1.695556896	1.626752242	1.454936051	1.559014632	1.91080121	1.774146212	1.532509473	2.283777045	1.620590521
AP5B1	3.018546147	3.099624259	2.899229082	2.970261089	3.018137852	2.728250991	3.076745806	3.318453265	2.305656905	2.987147498
AP5M1	4.832028199	4.614082221	4.445184962	4.326187712	4.536351769	4.446752527	4.665596243	4.408825156	4.834562694	4.629440532
AP5S1	3.408816081	3.613037002	3.701213943	3.682052981	3.379649433	3.769044432	3.266826453	3.508472083	3.968965821	4.059504705
AP5Z1	4.767739052	5.079455111	5.034714877	5.204017382	5.500337632	5.306398138	5.009014795	5.24687692	4.665078964	5.152634824
APAF1	3.673411185	3.687861901	3.387089663	3.525212266	2.811431897	2.743577837	3.417031729	3.217893594	3.862281787	3.696923485
APBA3	3.441237583	3.534118029	3.42702548	3.340057592	3.566824402	3.370463273	3.113887849	3.801665458	2.843247365	3.72549362
APBB1	5.134968641	5.492074266	5.040447549	4.876717749	4.709326	4.88888967	4.71235927	4.872912402	5.63095662	5.35427107
APBB2	4.929932813	4.575190871	5.00716921	5.034093761	5.165641359	5.244451096	5.047918285	5.046881294	4.811809077	4.811793396
APBB3	4.702363023	4.587457417	4.612310415	4.921927025	5.019380705	4.50187134	4.762340183	4.834834483	4.501718202	4.729553777
APC	5.640879609	5.552138568	5.418304757	5.290959754	5.219673649	5.240405243	5.356068653	5.411151673	5.778090432	5.660434888
APC2	2.719457698	2.717471914	3.457339968	3.111532932	3.369621685	3.246842412	2.7103522	2.942263355	3.228286027	3.333160838
APCDD1L-AS1	2.024670827	1.800444596	1.595940332	1.600119753	1.725519946	1.593140343	1.755463983	1.986028841	2.169105019	2.415565653
APEH	7.633883673	7.952919394	8.077070304	7.934712139	7.806795695	8.099202088	7.789835793	7.910692264	7.918352221	7.961078449
APEX1	7.983594937	8.050073892	8.205247546	8.19736591	8.091851326	8.199516258	8.142379407	8.104623688	7.456245202	7.52652975
APEX2	5.963804431	6.285813715	6.055636848	6.059423226	5.722444161	5.914288352	6.092585314	6.21001402	6.063790152	6.298322296
APH1A	6.491311735	6.624421669	6.817397604	6.843466917	6.604084769	6.735989557	6.709224659	6.847793618	7.011132566	7.08220262
APH1B	2.896916576	2.506293461	2.984965444	2.576846328	2.489025412	2.728250991	2.609932081	2.772162283	2.901878703	2.939164697
API5	5.642872282	5.473688448	5.355307188	5.549231082	5.529903447	5.414486968	5.717527782	5.516901591	4.964026821	5.152634824
API5P1	2.955810328	3.000364741	3.008553982	3.028440108	3.147012683	3.268195576	3.233463835	3.155000919	1.893789094	2.474464217
API5P2	1.331850574	0.922660326	1.054301665	1.403102551	1.329964041	0.91431396	1.441617313	1.22856534	0.639790253	1.000325041
APIP	3.749360085	3.291785938	3.50372625	3.700063996	3.75191145	3.692135603	3.914762297	3.565389881	3.869644806	3.594436837
APITD1	3.191877912	3.106459605	3.245372628	3.312224167	3.198905126	3.447358827	3.463815076	3.374738867	3.349094855	3.549487727
APLN	1.229488517	1.348775468	1.377820778	1.70373308	1.05755627	1.116210293	1.510086594	1.894219156	1.131338533	1.12810813
APLP1	5.64187629	5.844586171	6.024158338	6.025542478	5.608750382	5.564422673	5.243265932	5.482834106	6.145678148	6.586718506
APLP2	8.680219539	8.650570016	8.727091933	8.75846185	8.635255746	8.533368947	8.724888872	8.634251664	8.58233129	8.735985117
APMAP	7.293681391	7.167598668	7.363349259	7.298655818	6.842974231	6.843921843	6.933027188	7.087197447	7.372233696	7.305102856
APOA1BP	6.568295268	6.922392688	6.802715261	6.689707557	6.760478541	6.800156147	6.60350958	6.784475722	7.089685221	6.936191754
APOBEC3B	2.734485925	2.877876118	2.666969232	2.622891552	1.627939372	2.101307932	1.697920346	1.796167443	3.972389588	3.696923485
APOBEC3C	1.331850574	1.582441504	1.120747206	1.504971673	0.813099447	1.018791018	0.944210529	1.19047429	1.607094143	2.013785847
APOC1	1.517066003	1.582441504	0.960661531	0.928253583	0.481830454	0.801676048	0.178898659	1.283880127	0.333936473	1.12810813
APOL1	1.42742853	1.658828448	1.465657722	1.195321507	1.222637824	1.06832279	0.841664257	1.027178303	2.507937187	2.792563133
APOL2	5.080139618	5.082924946	5.008632169	4.85276566	4.648421629	4.612442065	4.885583781	4.725870359	5.55535182	5.548387537
APOL3	0.842463867	1.695556896	1.031455242	1.420588123	0.783192842	1.450991284	1.158453949	1.247240245	1.879271545	2.279051561
APOL6	2.142028001	1.989788892	3.082657259	2.897200325	2.695795234	2.751180628	2.661015694	2.330562805	4.164232189	3.64231522
APOLD1	3.16993534	3.261484295	3.205106254	3.016990485	3.005241692	2.988381766	2.490744261	2.871803602	4.312074708	3.765350948
APOM	1.229488517	1.097519229	1.465657722	1.385402449	1.429855831	1.432195903	1.596599916	1.171044864	1.709121787	1.603100516
APOO	4.366031746	3.895488503	4.032773284	3.925006696	3.812388203	3.968107255	4.189866658	4.097615973	4.650192023	4.146592606
APOOL	2.82150909	2.845557113	2.774070331	2.21540929	2.869512898	2.712759567	2.640798782	2.534379359	3.49905434	2.980389747
APOOP4	1.250550204	1.416346241	1.031455242	1.255020548	1.309128052	1.576119011	1.241352256	1.209645525	1.439098988	1.103440948
APOOP5	1.463954514	1.097519229	1.499347858	1.293490208	1.154187827	1.576119011	1.129727751	1.592161677	1.315145154	1.620590521
APOPT1	4.301901383	4.397101389	4.445184962	4.444159041	4.709326	5.011076844	4.470348629	4.276445483	4.660841204	4.488907535
APP	9.763166736	9.763493589	9.805530005	9.813994987	9.716514538	9.529971252	9.627380612	9.589629969	9.68600613	9.799331077
APPBP2	5.595301029	5.482910645	5.288228519	5.333119128	5.364297238	5.489130252	5.248285613	5.266462554	5.830911464	5.507843063
APPL1	5.485216091	5.329237925	5.343762322	5.262153116	5.360504801	5.251169073	5.473604344	5.347668335	4.645910243	5.108381017
APPL2	4.31445756	4.209847676	4.032773284	3.928066439	4.044403607	3.971365677	4.136719309	3.965698494	3.975805248	4.234412653
APRT	6.461702625	6.955421281	6.516872126	6.428025406	6.329321344	6.744108669	6.071971339	6.384114125	6.820084378	6.910648772
APTX	5.755819885	5.780853651	5.733469689	5.577761099	6.053651738	6.227341506	5.659675565	5.785575764	5.905342147	5.786847346
AQP1	5.194598369	5.086386457	5.550731025	5.562090217	4.527359369	4.379667209	5.440361849	5.40492758	5.234529621	5.592262763
AQP3	8.575876814	8.598338383	8.861384149	8.698130591	8.44348373	8.480177996	8.365326268	8.465085156	8.730844848	8.988491703
AQR	6.626853412	6.323702097	6.415192423	6.303967838	6.330614231	6.45737848	6.365551847	6.285924603	6.457429706	6.411290009
AR	3.271312448	3.390296006	3.179356846	3.568992902	3.447957355	3.484322342	2.857765551	3.217893594	2.872860862	3.420627474
ARAF	6.308193571	6.460701309	6.703680913	6.539756631	6.419568471	6.529336703	6.419208809	6.643562133	6.584798166	6.558638564
ARAP1	6.145548383	6.287318431	6.477267353	6.47480797	6.3876266	6.363155473	6.192324163	6.356965521	6.329780301	6.500783897
ARAP2	2.472945419	2.047757007	2.091789813	2.340097781	2.596111488	2.182276139	1.965110618	2.240226136	2.797655215	2.026962699
ARAP3	4.574572048	4.917879212	4.967097907	4.953802406	4.305997072	4.344917285	4.420819068	4.582488285	4.256990369	4.735586063
ARCN1	6.629368133	6.52205839	6.465596925	6.346326146	6.580369365	6.425660054	6.443484496	6.397760435	6.557703199	6.582262281
AREL1	5.842470151	5.627730197	5.665539992	5.751900223	5.426079542	5.131021589	5.727147997	5.659664035	5.446316885	5.709274453
ARF1	8.760416111	8.916729439	8.948759776	8.925267872	9.018666378	9.010791287	8.939614294	9.006402975	8.892507594	9.000022433
ARF1P2	2.968577637	3.678718283	3.184543625	3.45906159	3.226947629	3.219698696	3.240198365	3.114889243	3.064702598	2.932177855
ARF3	7.442383129	7.584109709	7.508714918	7.391912809	7.167369825	7.26358951	7.393489458	7.47610542	7.333486991	7.586165614
ARF4	7.930137134	7.569342886	7.481053483	7.490155006	7.743411982	7.822372084	8.013181854	7.919269706	7.883315514	8.191752707
ARF5	6.133552316	6.329556117	6.334080923	6.193243108	6.263153586	6.417918847	6.06724498	5.950634646	6.323761754	6.553525617
ARF6	5.772297548	5.628917537	5.974865817	5.938704819	5.989618967	5.817124563	5.825586687	5.85646866	5.375673731	5.91019898
ARFGAP1	6.13142497	6.528434772	6.647975905	6.595666668	6.61897591	6.445712069	6.32415563	6.515576266	6.296704638	6.64876805
ARFGAP2	6.491311735	6.755222816	6.912679629	6.843871997	6.669916817	6.786347084	6.543519824	6.637823577	6.784007628	6.692839448
ARFGAP3	5.056415418	4.991727822	4.990977983	5.107454596	5.265008787	5.154145461	5.036356992	4.820876624	5.144826308	5.242924819
ARFGEF1	4.696619039	4.443726771	4.510662967	4.42045509	4.616977325	4.430271375	4.46460911	4.387938997	4.480234095	4.661478584
ARFGEF2	6.392921033	6.426969315	6.270259491	6.155233018	6.612081276	6.332442125	6.36246871	6.33367175	5.765317717	5.867803192
ARFIP1	4.490758273	4.410971847	4.344514213	4.249989187	4.084805535	4.119699578	4.261129711	3.945828468	4.882664583	4.413150136
ARFIP2	6.814897809	6.915597959	6.708189834	6.725320378	6.809983729	6.776135765	6.718900216	6.784875222	6.734457562	6.93225771
ARFRP1	4.913519719	5.072490303	5.501705377	5.571904448	5.702609468	5.200699014	5.205911372	5.567004988	4.6133853	4.804159948
ARG2	1.42742853	1.348775468	1.701020426	1.293490208	2.322271647	2.582448514	1.394096497	1.833722074	2.095655099	2.11597725
ARGLU1	6.98908789	6.337566804	6.710888437	7.022321852	6.841161083	6.272287678	6.997547737	7.11224512	6.319063241	6.56993621
ARHGAP1	6.296848597	6.460034341	6.681381183	6.661489987	6.590657967	6.392621063	6.474515677	6.528516378	6.155500781	6.670447315
ARHGAP10	3.657729552	3.321464211	3.478609703	3.557183881	3.471589891	3.813295673	3.730944494	3.565389881	3.400832747	3.146555897
ARHGAP11A	6.33986149	5.917330902	6.069020349	6.078137205	5.709582672	5.552506302	6.1193159	5.841183741	5.875480551	5.896803286
ARHGAP11B	4.081609163	4.228765878	3.671967803	4.103412053	3.740284306	3.225168449	4.008470394	3.659021425	4.589058834	4.158615439
ARHGAP12	3.224178432	2.653570614	3.215278698	3.264607521	3.193230617	3.051320346	3.150097623	3.07885271	3.621861952	3.34373055
ARHGAP17	6.934414155	7.191100044	6.806505016	6.81027187	6.727977936	6.37550602	6.577154931	6.546062701	6.462916689	6.384026522
ARHGAP18	5.368442547	5.130646239	5.096555204	5.060823898	4.752409822	4.820072608	5.047918285	4.920230035	5.129573704	5.220159654
ARHGAP19	3.218844983	3.20528394	2.97900755	2.976185711	2.965846773	3.051320346	3.171395133	3.009441571	2.782131931	2.333096325
